type,month,benchmark,price_index,area
Residential  - all types,2016-02-01,700700,197.6,Lower Mainland
Residential  - all types,2016-02-01,465300,157.2,Maple Ridge
Residential  - all types,2016-02-01,454800,193.7,New Westminster
Residential  - all types,2016-02-01,853600,192.6,North Vancouver
Residential  - all types,2016-02-01,456300,166.9,Pitt Meadows
Residential  - all types,2016-02-01,514500,182.3,Port Coquitlam
Residential  - all types,2016-02-01,682900,188.8,Port Moody
Residential  - all types,2016-02-01,749900,217.3,Richmond
Residential  - all types,2016-02-01,512400,167.0,Squamish
Residential  - all types,2016-02-01,399600,140.0,Sunshine Coast
Residential  - all types,2016-02-01,829900,207.9,Tsawwassen
Residential  - all types,2016-02-01,843300,247.0,Vancouver East
Residential  - all types,2016-02-01,1095600,230.9,Vancouver West
Residential  - all types,2016-02-01,2253100,241.8,West Vancouver
Residential  - all types,2016-02-01,586600,136.3,Whistler
Detached,2016-02-01,1305600,240.8,Greater Vancouver
Detached,2016-02-01,644300,139.7,Bowen Island
Detached,2016-02-01,1060300,237.1,Burnaby East
Detached,2016-02-01,1330500,257.3,Burnaby North
Detached,2016-02-01,1355100,259.4,Burnaby South
Detached,2016-02-01,1006900,223.4,Coquitlam
Detached,2016-02-01,887700,214.0,Ladner
Detached,2016-02-01,1038100,220.5,Lower Mainland
Detached,2016-02-01,578400,164.8,Maple Ridge
Detached,2016-02-01,917900,227.7,New Westminster
Detached,2016-02-01,1382000,220.0,North Vancouver
Detached,2016-02-01,637800,179.7,Pitt Meadows
Detached,2016-02-01,776800,207.2,Port Coquitlam
Detached,2016-02-01,1164800,215.1,Port Moody
Detached,2016-02-01,1370200,274.8,Richmond
Detached,2016-02-01,642800,170.9,Squamish
Detached,2016-02-01,398100,139.5,Sunshine Coast
Detached,2016-02-01,1070900,230.6,Tsawwassen
Detached,2016-02-01,1265800,279.8,Vancouver East
Detached,2016-02-01,3003800,308.4,Vancouver West
Detached,2016-02-01,2710500,257.7,West Vancouver
Detached,2016-02-01,1098000,152.0,Whistler
Townhouse,2016-02-01,569600,184.1,Greater Vancouver
Townhouse,2016-02-01,403100,144.6,Burnaby East
Townhouse,2016-02-01,454300,169.4,Burnaby North
Townhouse,2016-02-01,467100,167.6,Burnaby South
Townhouse,2016-02-01,471500,173.2,Coquitlam
Townhouse,2016-02-01,539900,178.9,Ladner
Townhouse,2016-02-01,467800,169.3,Lower Mainland
Townhouse,2016-02-01,312800,151.9,Maple Ridge
Townhouse,2016-02-01,439500,165.1,New Westminster
Townhouse,2016-02-01,728200,174.3,North Vancouver
Townhouse,2016-02-01,384600,166.4,Pitt Meadows
Townhouse,2016-02-01,462500,175.4,Port Coquitlam
Townhouse,2016-02-01,526100,177.8,Port Moody
Townhouse,2016-02-01,614000,198.5,Richmond
Townhouse,2016-02-01,508200,184.6,Squamish
Townhouse,2016-02-01,528600,174.7,Tsawwassen
Townhouse,2016-02-01,683600,225.4,Vancouver East
Townhouse,2016-02-01,907200,205.2,Vancouver West
Townhouse,2016-02-01,632800,169.2,Whistler
Townhouse,2016-02-01,454600,182.8,Greater Vancouver
Townhouse,2016-02-01,520500,197.6,Burnaby East
Apartment,2016-02-01,454600,182.8,Greater Vancouver
Apartment,2016-02-01,520500,197.6,Burnaby East
Apartment,2016-02-01,390500,165.1,Burnaby North
Apartment,2016-02-01,458300,184.0,Burnaby South
Apartment,2016-02-01,312700,172.1,Coquitlam
Apartment,2016-02-01,335300,158.9,Ladner
Apartment,2016-02-01,407400,177.9,Lower Mainland
Apartment,2016-02-01,171200,123.6,Maple Ridge
Apartment,2016-02-01,323500,184.2,New Westminster
Apartment,2016-02-01,399000,162.4,North Vancouver
Apartment,2016-02-01,253600,149.9,Pitt Meadows
Apartment,2016-02-01,263500,156.2,Port Coquitlam
Apartment,2016-02-01,413000,172.1,Port Moody
Apartment,2016-02-01,395700,167.1,Richmond
Apartment,2016-02-01,296600,142.8,Squamish
Apartment,2016-02-01,343000,144.6,Tsawwassen
Apartment,2016-02-01,385300,212.5,Vancouver East
Apartment,2016-02-01,624800,202.2,Vancouver West
Apartment,2016-02-01,761600,166.4,West Vancouver
Apartment,2016-02-01,299500,98.2,Whistler
Residential  - all types,2016-01-01,775300,202.9,Greater Vancouver
Residential  - all types,2016-01-01,649400,140.8,Bowen Island
Residential  - all types,2016-01-01,710500,196.1,Burnaby East
Residential  - all types,2016-01-01,641800,192.9,Burnaby North
Residential  - all types,2016-01-01,703700,198.9,Burnaby South
Residential  - all types,2016-01-01,653800,194.0,Coquitlam
Residential  - all types,2016-01-01,694800,193.1,Ladner
Residential  - all types,2016-01-01,681500,192.2,Lower Mainland
Residential  - all types,2016-01-01,454400,153.5,Maple Ridge
Residential  - all types,2016-01-01,444200,189.2,New Westminster
Residential  - all types,2016-01-01,836800,188.8,North Vancouver
Residential  - all types,2016-01-01,448400,164.0,Pitt Meadows
Residential  - all types,2016-01-01,497500,176.3,Port Coquitlam
Residential  - all types,2016-01-01,661900,183.0,Port Moody
Residential  - all types,2016-01-01,733000,212.4,Richmond
Residential  - all types,2016-01-01,513300,167.3,Squamish
Residential  - all types,2016-01-01,400400,140.3,Sunshine Coast
Residential  - all types,2016-01-01,812400,203.5,Tsawwassen
Residential  - all types,2016-01-01,819400,240.0,Vancouver East
Residential  - all types,2016-01-01,1058600,223.1,Vancouver West
Residential  - all types,2016-01-01,2213000,237.5,West Vancouver
Residential  - all types,2016-01-01,597400,138.8,Whistler
Detached,2016-01-01,1273100,234.8,Greater Vancouver
Detached,2016-01-01,649400,140.8,Bowen Island
Detached,2016-01-01,1025000,229.2,Burnaby East
Detached,2016-01-01,1290200,249.5,Burnaby North
Detached,2016-01-01,1314900,251.7,Burnaby South
Detached,2016-01-01,982100,217.9,Coquitlam
Detached,2016-01-01,866100,208.8,Ladner
Detached,2016-01-01,1008900,214.3,Lower Mainland
Detached,2016-01-01,559100,159.3,Maple Ridge
Detached,2016-01-01,890900,221.0,New Westminster
Detached,2016-01-01,1351900,215.2,North Vancouver
Detached,2016-01-01,619700,174.6,Pitt Meadows
Detached,2016-01-01,757700,202.1,Port Coquitlam
Detached,2016-01-01,1135000,209.6,Port Moody
Detached,2016-01-01,1323800,265.5,Richmond
Detached,2016-01-01,651400,173.2,Squamish
Detached,2016-01-01,399000,139.8,Sunshine Coast
Detached,2016-01-01,1045800,225.2,Tsawwassen
Detached,2016-01-01,1234100,272.8,Vancouver East
Detached,2016-01-01,2928800,300.7,Vancouver West
Detached,2016-01-01,2659000,252.8,West Vancouver
Detached,2016-01-01,1095900,151.7,Whistler
Townhouse,2016-01-01,555100,179.4,Greater Vancouver
Townhouse,2016-01-01,406200,145.7,Burnaby East
Townhouse,2016-01-01,461000,171.9,Burnaby North
Townhouse,2016-01-01,452300,162.3,Burnaby South
Townhouse,2016-01-01,454000,166.8,Coquitlam
Townhouse,2016-01-01,521800,172.9,Ladner
Townhouse,2016-01-01,454800,164.6,Lower Mainland
Townhouse,2016-01-01,315400,153.2,Maple Ridge
Townhouse,2016-01-01,436600,164.0,New Westminster
Townhouse,2016-01-01,701500,167.9,North Vancouver
Townhouse,2016-01-01,380600,164.7,Pitt Meadows
Townhouse,2016-01-01,431700,163.7,Port Coquitlam
Townhouse,2016-01-01,518400,175.2,Port Moody
Townhouse,2016-01-01,596000,192.7,Richmond
Townhouse,2016-01-01,482900,175.4,Squamish
Townhouse,2016-01-01,515300,170.3,Tsawwassen
Townhouse,2016-01-01,661200,218.0,Vancouver East
Townhouse,2016-01-01,892600,201.9,Vancouver West
Townhouse,2016-01-01,610000,163.1,Whistler
Townhouse,2016-01-01,443400,178.3,Greater Vancouver
Townhouse,2016-01-01,494400,187.7,Burnaby East
Apartment,2016-01-01,443400,178.3,Greater Vancouver
Apartment,2016-01-01,494400,187.7,Burnaby East
Apartment,2016-01-01,381200,161.2,Burnaby North
Apartment,2016-01-01,445400,178.8,Burnaby South
Apartment,2016-01-01,304300,167.5,Coquitlam
Apartment,2016-01-01,327900,155.4,Ladner
Apartment,2016-01-01,397300,173.5,Lower Mainland
Apartment,2016-01-01,169800,122.6,Maple Ridge
Apartment,2016-01-01,316400,180.2,New Westminster
Apartment,2016-01-01,395300,160.9,North Vancouver
Apartment,2016-01-01,251900,148.9,Pitt Meadows
Apartment,2016-01-01,259800,154.0,Port Coquitlam
Apartment,2016-01-01,393600,164.0,Port Moody
Apartment,2016-01-01,396400,167.4,Richmond
Apartment,2016-01-01,312600,150.5,Squamish
Apartment,2016-01-01,339700,143.2,Tsawwassen
Apartment,2016-01-01,373800,206.2,Vancouver East
Apartment,2016-01-01,599200,193.9,Vancouver West
Apartment,2016-01-01,766600,167.5,West Vancouver
Apartment,2016-01-01,332100,108.9,Whistler
Residential  - all types,2015-12-01,760900,199.1,Greater Vancouver
Residential  - all types,2015-12-01,642100,139.2,Bowen Island
Residential  - all types,2015-12-01,700300,193.3,Burnaby East
Residential  - all types,2015-12-01,635600,191.0,Burnaby North
Residential  - all types,2015-12-01,694100,196.2,Burnaby South
Residential  - all types,2015-12-01,640200,189.4,Coquitlam
Residential  - all types,2015-12-01,692000,192.5,Ladner
Residential  - all types,2015-12-01,669000,188.6,Lower Mainland
Residential  - all types,2015-12-01,442200,149.4,Maple Ridge
Residential  - all types,2015-12-01,436200,185.8,New Westminster
Residential  - all types,2015-12-01,826600,186.5,North Vancouver
Residential  - all types,2015-12-01,435000,159.2,Pitt Meadows
Residential  - all types,2015-12-01,484500,171.7,Port Coquitlam
Residential  - all types,2015-12-01,651700,180.2,Port Moody
Residential  - all types,2015-12-01,716800,207.7,Richmond
Residential  - all types,2015-12-01,474700,154.7,Squamish
Residential  - all types,2015-12-01,394200,138.1,Sunshine Coast
Residential  - all types,2015-12-01,798000,199.9,Tsawwassen
Residential  - all types,2015-12-01,806400,236.2,Vancouver East
Residential  - all types,2015-12-01,1044800,220.2,Vancouver West
Residential  - all types,2015-12-01,2154400,231.2,West Vancouver
Residential  - all types,2015-12-01,536300,124.6,Whistler
Detached,2015-12-01,1248600,230.3,Greater Vancouver
Detached,2015-12-01,642100,139.2,Bowen Island
Detached,2015-12-01,996800,222.9,Burnaby East
Detached,2015-12-01,1254500,242.6,Burnaby North
Detached,2015-12-01,1283500,245.7,Burnaby South
Detached,2015-12-01,962300,213.2,Coquitlam
Detached,2015-12-01,855800,206.5,Ladner
Detached,2015-12-01,987300,209.7,Lower Mainland
Detached,2015-12-01,545500,155.4,Maple Ridge
Detached,2015-12-01,869100,215.6,New Westminster
Detached,2015-12-01,1322300,210.5,North Vancouver
Detached,2015-12-01,597300,168.4,Pitt Meadows
Detached,2015-12-01,738900,197.1,Port Coquitlam
Detached,2015-12-01,1120900,207.0,Port Moody
Detached,2015-12-01,1296800,260.1,Richmond
Detached,2015-12-01,638100,169.6,Squamish
Detached,2015-12-01,392200,137.4,Sunshine Coast
Detached,2015-12-01,1021300,219.9,Tsawwassen
Detached,2015-12-01,1222900,270.3,Vancouver East
Detached,2015-12-01,2885000,296.2,Vancouver West
Detached,2015-12-01,2579200,245.2,West Vancouver
Detached,2015-12-01,1069900,148.1,Whistler
Townhouse,2015-12-01,543700,175.7,Greater Vancouver
Townhouse,2015-12-01,428200,153.6,Burnaby East
Townhouse,2015-12-01,448100,167.1,Burnaby North
Townhouse,2015-12-01,455400,163.4,Burnaby South
Townhouse,2015-12-01,444500,163.3,Coquitlam
Townhouse,2015-12-01,527500,174.8,Ladner
Townhouse,2015-12-01,446800,161.7,Lower Mainland
Townhouse,2015-12-01,303000,147.2,Maple Ridge
Townhouse,2015-12-01,444800,167.1,New Westminster
Townhouse,2015-12-01,703200,168.3,North Vancouver
Townhouse,2015-12-01,377900,163.5,Pitt Meadows
Townhouse,2015-12-01,415900,157.7,Port Coquitlam
Townhouse,2015-12-01,503600,170.2,Port Moody
Townhouse,2015-12-01,589300,190.5,Richmond
Townhouse,2015-12-01,391800,142.2,Squamish
Townhouse,2015-12-01,525900,173.8,Tsawwassen
Townhouse,2015-12-01,651200,214.7,Vancouver East
Townhouse,2015-12-01,897400,203.0,Vancouver West
Townhouse,2015-12-01,530600,141.9,Whistler
Townhouse,2015-12-01,436200,175.4,Greater Vancouver
Townhouse,2015-12-01,489000,185.6,Burnaby East
Apartment,2015-12-01,436200,175.4,Greater Vancouver
Apartment,2015-12-01,489000,185.6,Burnaby East
Apartment,2015-12-01,387800,163.9,Burnaby North
Apartment,2015-12-01,442300,177.6,Burnaby South
Apartment,2015-12-01,295200,162.5,Coquitlam
Apartment,2015-12-01,337800,160.1,Ladner
Apartment,2015-12-01,391400,170.9,Lower Mainland
Apartment,2015-12-01,166200,120.0,Maple Ridge
Apartment,2015-12-01,310600,176.9,New Westminster
Apartment,2015-12-01,394900,160.7,North Vancouver
Apartment,2015-12-01,244000,144.2,Pitt Meadows
Apartment,2015-12-01,253500,150.3,Port Coquitlam
Apartment,2015-12-01,390500,162.7,Port Moody
Apartment,2015-12-01,383900,162.1,Richmond
Apartment,2015-12-01,297600,143.3,Squamish
Apartment,2015-12-01,343600,144.9,Tsawwassen
Apartment,2015-12-01,364500,201.1,Vancouver East
Apartment,2015-12-01,590400,191.1,Vancouver West
Apartment,2015-12-01,765700,167.3,West Vancouver
Apartment,2015-12-01,285500,93.6,Whistler
Residential  - all types,2015-11-01,752500,196.9,Greater Vancouver
Residential  - all types,2015-11-01,634200,137.5,Bowen Island
Residential  - all types,2015-11-01,702500,193.9,Burnaby East
Residential  - all types,2015-11-01,631900,189.9,Burnaby North
Residential  - all types,2015-11-01,695200,196.5,Burnaby South
Residential  - all types,2015-11-01,635500,188.0,Coquitlam
Residential  - all types,2015-11-01,669400,186.2,Ladner
Residential  - all types,2015-11-01,661200,186.4,Lower Mainland
Residential  - all types,2015-11-01,439800,148.6,Maple Ridge
Residential  - all types,2015-11-01,437700,186.4,New Westminster
Residential  - all types,2015-11-01,808400,182.4,North Vancouver
Residential  - all types,2015-11-01,430900,157.7,Pitt Meadows
Residential  - all types,2015-11-01,476600,168.9,Port Coquitlam
Residential  - all types,2015-11-01,638700,176.6,Port Moody
Residential  - all types,2015-11-01,706500,204.7,Richmond
Residential  - all types,2015-11-01,470400,153.3,Squamish
Residential  - all types,2015-11-01,385900,135.2,Sunshine Coast
Residential  - all types,2015-11-01,775600,194.3,Tsawwassen
Residential  - all types,2015-11-01,795500,233.0,Vancouver East
Residential  - all types,2015-11-01,1034900,218.1,Vancouver West
Residential  - all types,2015-11-01,2103200,225.7,West Vancouver
Residential  - all types,2015-11-01,530700,123.3,Whistler
Detached,2015-11-01,1226300,226.2,Greater Vancouver
Detached,2015-11-01,634200,137.5,Bowen Island
Detached,2015-11-01,987900,220.9,Burnaby East
Detached,2015-11-01,1243600,240.5,Burnaby North
Detached,2015-11-01,1261600,241.5,Burnaby South
Detached,2015-11-01,938300,207.9,Coquitlam
Detached,2015-11-01,825500,199.2,Ladner
Detached,2015-11-01,969400,205.9,Lower Mainland
Detached,2015-11-01,538800,153.5,Maple Ridge
Detached,2015-11-01,861000,213.6,New Westminster
Detached,2015-11-01,1279600,203.7,North Vancouver
Detached,2015-11-01,592000,166.9,Pitt Meadows
Detached,2015-11-01,719800,192.0,Port Coquitlam
Detached,2015-11-01,1093800,202.0,Port Moody
Detached,2015-11-01,1266400,254.0,Richmond
Detached,2015-11-01,630200,167.5,Squamish
Detached,2015-11-01,383900,134.5,Sunshine Coast
Detached,2015-11-01,993400,213.9,Tsawwassen
Detached,2015-11-01,1208800,267.2,Vancouver East
Detached,2015-11-01,2864600,294.1,Vancouver West
Detached,2015-11-01,2519200,239.5,West Vancouver
Detached,2015-11-01,1056200,146.2,Whistler
Townhouse,2015-11-01,536600,173.4,Greater Vancouver
Townhouse,2015-11-01,429900,154.2,Burnaby East
Townhouse,2015-11-01,435500,162.4,Burnaby North
Townhouse,2015-11-01,454600,163.1,Burnaby South
Townhouse,2015-11-01,448300,164.7,Coquitlam
Townhouse,2015-11-01,511800,169.6,Ladner
Townhouse,2015-11-01,441500,159.8,Lower Mainland
Townhouse,2015-11-01,308800,150.0,Maple Ridge
Townhouse,2015-11-01,433700,162.9,New Westminster
Townhouse,2015-11-01,686900,164.4,North Vancouver
Townhouse,2015-11-01,368900,159.6,Pitt Meadows
Townhouse,2015-11-01,415300,157.5,Port Coquitlam
Townhouse,2015-11-01,493300,166.7,Port Moody
Townhouse,2015-11-01,585900,189.4,Richmond
Townhouse,2015-11-01,391300,142.0,Squamish
Townhouse,2015-11-01,501400,165.7,Tsawwassen
Townhouse,2015-11-01,626400,206.5,Vancouver East
Townhouse,2015-11-01,866500,196.0,Vancouver West
Townhouse,2015-11-01,533600,142.7,Whistler
Townhouse,2015-11-01,435000,174.9,Greater Vancouver
Townhouse,2015-11-01,507100,192.5,Burnaby East
Apartment,2015-11-01,435000,174.9,Greater Vancouver
Apartment,2015-11-01,507100,192.5,Burnaby East
Apartment,2015-11-01,389700,164.7,Burnaby North
Apartment,2015-11-01,448600,180.1,Burnaby South
Apartment,2015-11-01,299900,165.1,Coquitlam
Apartment,2015-11-01,330000,156.4,Ladner
Apartment,2015-11-01,391200,170.8,Lower Mainland
Apartment,2015-11-01,166200,120.0,Maple Ridge
Apartment,2015-11-01,314300,179.0,New Westminster
Apartment,2015-11-01,392900,159.9,North Vancouver
Apartment,2015-11-01,245000,144.8,Pitt Meadows
Apartment,2015-11-01,249600,148.0,Port Coquitlam
Apartment,2015-11-01,384200,160.1,Port Moody
Apartment,2015-11-01,383000,161.7,Richmond
Apartment,2015-11-01,293600,141.4,Squamish
Apartment,2015-11-01,337200,142.2,Tsawwassen
Apartment,2015-11-01,360900,199.1,Vancouver East
Apartment,2015-11-01,586100,189.7,Vancouver West
Apartment,2015-11-01,750200,163.9,West Vancouver
Apartment,2015-11-01,274500,90.0,Whistler
Residential  - all types,2015-10-01,736000,192.6,Greater Vancouver
Residential  - all types,2015-10-01,644800,139.8,Bowen Island
Residential  - all types,2015-10-01,684000,188.8,Burnaby East
Residential  - all types,2015-10-01,625200,187.9,Burnaby North
Residential  - all types,2015-10-01,687400,194.3,Burnaby South
Residential  - all types,2015-10-01,623700,184.5,Coquitlam
Residential  - all types,2015-10-01,653900,181.9,Ladner
Residential  - all types,2015-10-01,647700,182.6,Lower Mainland
Residential  - all types,2015-10-01,433000,146.3,Maple Ridge
Residential  - all types,2015-10-01,427600,182.1,New Westminster
Residential  - all types,2015-10-01,781400,176.3,North Vancouver
Residential  - all types,2015-10-01,425500,155.7,Pitt Meadows
Residential  - all types,2015-10-01,471500,167.1,Port Coquitlam
Residential  - all types,2015-10-01,626400,173.2,Port Moody
Residential  - all types,2015-10-01,695800,201.6,Richmond
Residential  - all types,2015-10-01,463000,150.9,Squamish
Residential  - all types,2015-10-01,382500,134.0,Sunshine Coast
Residential  - all types,2015-10-01,754900,189.1,Tsawwassen
Residential  - all types,2015-10-01,772900,226.4,Vancouver East
Residential  - all types,2015-10-01,1004500,211.7,Vancouver West
Residential  - all types,2015-10-01,2045400,219.5,West Vancouver
Residential  - all types,2015-10-01,535400,124.4,Whistler
Detached,2015-10-01,1197600,220.9,Greater Vancouver
Detached,2015-10-01,644800,139.8,Bowen Island
Detached,2015-10-01,958800,214.4,Burnaby East
Detached,2015-10-01,1235400,238.9,Burnaby North
Detached,2015-10-01,1243300,238.0,Burnaby South
Detached,2015-10-01,923000,204.5,Coquitlam
Detached,2015-10-01,793200,191.4,Ladner
Detached,2015-10-01,949700,201.7,Lower Mainland
Detached,2015-10-01,530000,151.0,Maple Ridge
Detached,2015-10-01,836800,207.6,New Westminster
